
Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
28,Manute Bol\bolma01,C,26,GSW,80,1769,9.8,.421,.265,.192,6.6,19.5,13.1,1.8,0.3,10.8,17.5,9.7,,-1.2,2.8,1.7,.046,,-5.7,4.7,-1.0,0.4
29,Anthony Bowie\bowiean01,SG,25,SAS,18,438,10.6,.515,.035,.104,6.0,8.1,7.0,9.3,1.9,0.5,12.7,15.3,,0.2,0.3,0.5,.054,,-1.9,-0.6,-2.5,-0.1
30,Sam Bowie\bowiesa01,C,27,POR,20,412,13.7,.490,.046,.320,9.2,19.1,14.0,11.4,0.8,4.7,15.9,19.4,,0.0,0.5,0.5,.063,,-2.7,1.4,-1.2,0.1
31,Dudley Bradley\bradldu01,SG,31,ATL,38,267,6.1,.387,.360,.186,2.8,10.4,6.5,11.9,2.9,0.4,13.1,16.3,,-0.3,0.3,0.0,.004,,-3.3,-0.1,-3.4,-0.1
32,Adrian Branch\brancad01,SF,25,POR,67,811,15.7,.509,.071,.275,8.2,9.6,8.8,10.8,2.6,0.2,11.6,26.3,,0.7,0.8,1.5,.087,,-0.4,-2.2,-2.6,-0.1
33,Randy Breuer\breuera01,C,28,MIL,48,513,13.8,.496,.000,.285,11.3,19.2,15.2,6.2,0.9,4.5,12.6,18.6,,0.2,0.7,0.9,.083,,-2.9,0.8,-2.0,0.0
34,Frank Brickowski\brickfr01,C,29,SAS,64,1822,15.0,.563,.003,.430,8.5,16.3,12.2,10.4,2.6,1.1,17.5,20.1,,1.4,2.2,3.6,.094,,-0.5,0.9,0.4,1.1
35,Scott Brooks\brooksc01,PG,23,PHI,82,1372,14.0,.533,.412,.186,1.5,6.2,3.8,28.9,2.4,0.1,13.9,14.1,,2.3,0.6,2.9,.103,,1.2,-2.7,-1.4,0.2
36,Mike Brown\brownmi01,C,25,UTA,66,1051,8.4,.491,.000,.524,10.5,16.3,13.6,5.5,1.2,1.0,20.1,15.4,,-0.4,1.8,1.4,.064,,-3.8,1.2,-2.6,-0.2
37,Tony Brown\brownto01,SF-SG,28,TOT,43,365,10.3,.486,.136,.263,6.8,6.9,6.8,9.8,2.0,0.7,11.4,16.7,,0.2,0.4,0.5,.071,,-1.6,-0.9,-2.5,0.0
38,Mark Bryant\bryanma01,PF,23,POR,56,803,9.1,.505,.000,.279,8.5,15.9,12.1,5.3,1.2,0.5,12.9,15.3,,0.4,0.7,1.1,.063,,-2.9,-1.2,-4.1,-0.4
39,Greg Butler\butlegr01,C,22,NYK,33,140,4.7,.493,.063,.417,7.0,15.5,11.1,1.8,0.3,0.8,23.0,20.4,,-0.2,0.1,-0.1,-0.034,,-7.4,-3.7,-11.1,-0.3
40,Michael Cage\cagemi01,PF,27,SEA,80,2536,14.7,.553,.006,.421,11.8,22.3,16.9,6.4,1.7,1.2,14.2,13.7,,3.7,2.9,6.7,.126,,0.3,1.3,1.6,2.3
41,Tony Campbell\campbto01,SF,26,LAL,63,787,12.5,.508,.061,.241,8.0,10.2,9.2,8.5,2.3,0.4,14.0,23.3,,0.2,0.9,1.1,.065,,-1.9,-1.5,-3.4,-0.3
42,Antoine Carr\carran01,PF,27,ATL,78,1488,12.7,.541,.002,.323,7.6,12.5,10.0,8.6,1.0,2.5,13.2,17.0,,1.9,1.4,3.3,.106,,-0.7,0.4,-0.3,0.6
43,Joe Barry Carroll\carrojo01,C,30,NJN,64,1996,14.2,.497,.000,.272,6.4,20.4,13.2,8.0,1.7,2.4,13.6,21.5,,0.1,2.2,2.3,.056,,-2.6,1.2,-1.4,0.3
44,Bill Cartwright\cartwbi01,C,31,CHI,78,2333,11.0,.535,.000,.401,7.8,17.7,12.9,5.4,0.4,1.1,17.4,20.1,,0.1,2.0,2.1,.042,,-3.5,-1.3,-4.8,-1.7
45,Terry Catledge\catlete01,PF,25,WSB,79,2077,12.6,.518,.007,.373,11.6,18.8,15.0,5.0,1.1,0.7,13.1,17.6,,1.4,1.9,3.3,.077,,-1.3,-0.6,-1.9,0.0
46,Ron Cavenall\cavenro01,C,29,NJN,5,16,7.4,.577,.000,1.667,0.0,14.4,6.9,0.0,0.0,7.4,27.8,18.4,,0.0,0.0,0.0,-0.055,,-9.7,-0.6,-10.4,0.0
47,Tom Chambers\chambto01,PF,29,PHO,81,3002,19.3,.547,.052,.364,5.3,18.4,12.1,11.1,1.3,1.0,10.8,28.2,,5.1,4.1,9.2,.146,,1.2,0.0,1.2,2.4
48,Mike Champion\champmi01,SF,24,SEA,2,4,-43.7,.000,.333,.000,0.0,0.0,0.0,0.0,0.0,0.0,25.0,39.8,,-0.1,0.0,-0.1,-0.952,,-31.3,-9.6,-40.8,0.0
49,Rex Chapman\chapmre01,SG,21,CHH,75,2219,12.6,.467,.150,.153,3.5,5.9,4.7,12.6,1.5,0.7,7.7,27.1,,-0.7,0.4,-0.2,-0.005,,-0.7,-2.5,-3.2,-0.7
50,Maurice Cheeks*\cheekma01,PG,32,PHI,71,2298,16.5,.527,.019,.280,1.9,7.1,4.5,32.6,2.2,0.4,12.9,16.2,,4.3,1.0,5.3,.110,,1.4,-1.5,-0.1,1.1
51,Derrick Chievous\chievde01,SF,21,HOU,81,1539,11.6,.506,.038,.385,8.1,9.9,9.0,7.4,1.5,0.4,15.5,22.9,,0.0,1.6,1.6,.050,,-2.5,-1.4,-3.9,-0.7
52,Ben Coleman\colembe01,PF,27,PHI,58,703,11.2,.537,.000,.320,7.8,20.6,14.1,3.4,0.7,1.5,14.9,19.1,,0.3,0.5,0.8,.051,,-3.4,-2.4,-5.8,-0.7
53,Steve Colter\coltest01,PG,26,WSB,80,1425,14.1,.503,.055,.365,4.6,9.6,7.0,21.2,2.3,0.6,10.8,16.7,,1.8,1.3,3.1,.105,,-0.1,0.0,-0.1,0.7
54,Dallas Comegys\comegda01,PF,24,SAS,67,1119,11.9,.532,.006,.472,10.5,12.5,11.5,3.7,1.7,3.4,17.1,17.3,,0.3,1.1,1.4,.060,,-3.0,0.1,-2.9,-0.3
55,Lester Conner\connele01,PG,29,NJN,82,2532,17.2,.531,.055,.398,4.3,11.6,7.8,33.2,3.4,0.1,18.6,15.8,,3.6,2.6,6.2,.118,,1.2,1.3,2.4,2.8
56,Darwin Cook\cookda01,SG,30,TOT,66,1143,11.8,.495,.086,.163,3.0,7.2,5.0,15.6,2.8,0.5,14.7,20.3,,-0.1,1.1,0.9,.039,,-2.3,-1.1,-3.3,-0.4
57,Michael Cooper\coopemi01,SG,32,LAL,80,1943,11.9,.549,.425,.188,2.0,8.5,5.5,20.3,1.8,0.9,14.9,13.4,,2.6,1.8,4.4,.110,,0.7,-0.3,0.4,1.2
58,Wayne Cooper\coopewa01,C,32,DEN,79,1864,13.6,.530,.009,.239,11.1,23.8,17.1,5.0,0.9,6.4,13.0,11.6,,1.9,3.1,5.0,.128,,-2.4,3.5,1.0,1.4
59,Tyrone Corbin\corbity01,SF,26,PHO,77,1655,14.7,.592,.004,.394,11.8,13.7,12.8,8.9,2.3,0.4,14.7,15.0,,3.1,2.3,5.4,.156,,1.9,1.8,3.6,2.3
60,Dave Corzine\corzida01,C,32,CHI,81,1483,10.8,.497,.018,.218,7.4,16.8,12.3,9.5,1.0,1.8,16.2,16.6,,-0.1,1.5,1.4,.046,,-3.5,0.2,-3.3,-0.5
61,Winston Crite\critewi01,SF,23,PHO,2,6,-20.3,.000,.000,.000,18.5,0.0,8.9,0.0,0.0,0.0,25.0,26.4,,-0.1,0.0,-0.1,-0.570,,-20.6,-6.5,-27.1,0.0
62,Pat Cummings\cummipa01,PF,32,MIA,53,1096,11.0,.534,.005,.246,8.3,21.0,14.4,6.8,1.3,1.0,20.3,20.3,,-0.5,1.1,0.6,.026,,-4.0,-0.7,-4.7,-0.7
63,Terry Cummings\cummite01,SF,27,MIL,80,2824,19.7,.518,.010,.294,11.3,15.3,13.3,11.7,1.8,1.6,10.2,28.9,,4.2,3.5,7.7,.131,,1.6,0.0,1.7,2.6
64,Earl Cureton\curetea01,C,31,CHH,82,2047,10.1,.512,.002,.265,9.7,17.1,13.2,8.4,1.2,1.8,18.0,12.7,,0.3,1.2,1.5,.035,,-2.2,1.7,-0.5,0.8
65,Dell Curry\curryde01,SG,24,CHH,48,813,18.3,.527,.106,.088,3.4,11.2,7.1,11.2,2.5,0.3,7.5,29.5,,0.4,0.5,0.9,.052,,1.1,-2.5,-1.4,0.1
66,Quintin Dailey\dailequ01,SG,28,LAC,69,1722,16.3,.511,.009,.297,4.3,8.4,6.3,14.2,2.4,0.2,10.1,27.7,,1.1,1.0,2.0,.056,,-0.3,-2.4,-2.8,-0.3
67,Adrian Dantley*\dantlad01,SF,32,TOT,73,2422,17.4,.581,.001,.595,5.5,9.0,7.3,10.9,0.9,0.3,11.9,24.3,,5.5,1.9,7.4,.147,,1.5,-1.3,0.2,1.4
68,Brad Daugherty\daughbr01,C,23,CLE,78,2821,18.5,.594,.003,.518,7.1,20.9,14.4,14.8,1.1,0.8,15.6,22.2,,5.0,4.6,9.6,.164,,1.2,1.4,2.6,3.3
69,Brad Davis\davisbr01,PG,33,DAL,78,1395,13.3,.574,.269,.325,1.1,7.3,4.3,25.2,1.7,0.8,17.5,16.3,,1.8,1.0,2.7,.094,,-0.2,-1.8,-2.0,0.0
70,Charles Davis\davisch02,SF,30,CHI,49,545,10.3,.459,.079,.137,10.3,13.8,12.1,7.9,1.0,0.6,9.8,17.6,,0.1,0.4,0.5,.048,,-2.9,-1.8,-4.6,-0.4
71,Mark Davis\davisma01,SF,25,TOT,33,258,15.0,.543,.098,.333,7.1,9.6,8.3,8.1,2.5,1.2,9.3,20.7,,0.4,0.3,0.7,.134,,0.0,-0.9,-1.0,0.1
72,Walter Davis\daviswa03,SG,34,DEN,81,1857,16.7,.544,.064,.185,2.2,6.5,4.2,15.3,1.7,0.2,10.2,26.7,,2.1,1.4,3.5,.092,,0.6,-3.1,-2.5,-0.2
73,Darryl Dawkins\dawkida01,C,32,DET,14,48,8.2,.501,.000,.947,7.4,9.0,8.2,3.1,0.0,1.3,12.9,27.6,,0.0,0.0,0.0,.027,,-4.8,-4.2,-8.9,-0.1
74,Johnny Dawkins\dawkijo01,PG,25,SAS,32,1083,13.4,.505,.010,.280,3.1,7.3,5.1,28.9,2.3,0.0,19.8,20.1,,0.2,0.8,1.0,.044,,-1.3,-1.4,-2.7,-0.2
75,Vinny Del Negro\delnevi01,SG,22,SAC,80,1556,12.7,.520,.040,.199,3.3,8.6,5.9,19.0,2.0,0.5,12.3,16.4,,1.5,1.0,2.5,.077,,-1.2,-0.6,-1.8,0.1
76,Fennis Dembo\dembofe01,SF,23,DET,31,74,7.8,.388,.095,.238,12.8,21.9,17.6,10.1,0.7,0.0,13.1,30.9,,-0.2,0.1,-0.1,-0.037,,-6.0,-2.8,-8.8,-0.1
77,James Donaldson\donalja01,C,31,DAL,53,1746,14.2,.614,.000,.368,10.1,25.7,18.0,3.1,0.7,2.7,17.5,11.8,,2.1,2.3,4.4,.122,,-1.7,1.3,-0.4,0.7
78,Greg Dreiling\dreilgr01,C,26,IND,53,396,8.1,.613,.000,.831,11.6,14.0,12.9,6.1,0.6,1.6,27.1,15.2,,0.1,0.2,0.4,.045,,-2.6,-0.9,-3.5,-0.2
79,Clyde Drexler*\drexlcl01,SG,26,POR,78,3064,23.6,.555,.062,.328,9.9,11.9,10.9,22.2,3.2,1.0,11.6,27.2,,8.8,3.8,12.6,.197,,5.9,1.5,7.3,7.2
80,Kevin Duckworth\duckwke01,C,24,POR,79,2662,13.9,.531,.002,.369,9.7,16.4,12.9,3.1,1.0,1.1,12.9,22.4,,2.5,2.3,4.8,.086,,-1.7,-2.0,-3.7,-1.1
81,Chris Dudley\dudlech02,C,23,CLE,61,544,8.7,.430,.006,.637,15.8,16.7,16.3,5.2,0.8,2.4,17.0,20.2,,-0.7,0.8,0.1,.011,,-5.0,-0.6,-5.6,-0.5
82,Joe Dumars*\dumarjo01,SG,25,DET,69,2408,16.8,.571,.032,.339,2.8,5.2,4.0,24.3,1.3,0.1,14.6,21.6,,4.8,2.2,7.0,.140,,2.0,-0.8,1.1,1.9
83,Mike Dunleavy\dunlemi01,PG,34,MIL,2,5,17.7,.750,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.6,,0.0,0.0,0.0,.189,,6.7,-6.5,0.1,0.0
84,T.R. Dunn\dunntr01,SG,33,PHO,34,321,7.0,.410,.000,.343,10.4,9.5,9.9,8.5,1.7,0.2,13.0,5.7,,0.3,0.3,0.6,.088,,-1.2,2.0,0.9,0.2
85,Ledell Eackles\eacklle01,SG,22,WSB,80,1459,15.2,.519,.055,.473,7.2,6.2,6.7,12.6,1.3,0.2,12.6,27.8,,1.4,0.8,2.1,.070,,0.0,-3.0,-3.0,-0.4
86,Mark Eaton\eatonma01,C,32,UTA,82,2914,10.6,.513,.000,.491,9.4,21.8,16.1,3.8,0.7,6.5,22.3,9.2,,0.0,6.5,6.6,.108,,-3.1,6.1,3.0,3.7
87,James Edwards\edwarja01,C,33,DET,76,1254,11.6,.547,.005,.460,6.4,14.0,10.4,5.7,0.4,1.5,12.4,19.8,,1.3,1.5,2.8,.109,,-1.9,-0.5,-2.4,-0.1
88,Kevin Edwards\edwarke01,SG,23,MIA,79,2349,12.6,.460,.033,.175,3.9,8.8,6.3,24.3,2.9,0.7,17.1,24.8,,-2.3,2.2,-0.2,-0.003,,-2.1,0.0,-2.1,-0.1
89,Craig Ehlo\ehlocr01,SG,27,CLE,82,1867,13.7,.528,.191,.223,6.4,11.2,8.9,19.2,2.9,0.6,16.8,15.7,,1.5,3.1,4.6,.118,,0.3,2.0,2.3,2.0
90,Dale Ellis\ellisda01,SG,28,SEA,82,3190,19.7,.589,.198,.270,5.3,6.7,6.0,8.1,1.6,0.4,10.2,26.6,,9.2,1.6,10.8,.163,,4.6,-2.6,2.1,3.3
91,Wayne Englestad\englewa01,PF,22,DEN,11,50,12.4,.419,.000,.345,9.8,24.0,16.5,18.9,0.9,0.0,8.2,27.9,,0.0,0.1,0.0,.031,,-2.9,-2.2,-5.1,0.0
92,Alex English*\englial01,SF,35,DEN,82,2990,19.0,.531,.004,.201,4.8,6.5,5.6,19.7,1.0,0.2,8.8,28.8,,5.1,1.7,6.8,.110,,2.5,-2.7,-0.2,1.3
93,Patrick Ewing*\ewingpa01,C,26,NYK,80,2896,22.1,.607,.005,.378,8.0,20.7,14.2,9.5,1.9,5.6,15.1,23.6,,6.2,4.7,10.9,.181,,1.5,3.2,4.7,4.9
94,Jim Farmer\farmeji01,SG,24,UTA,37,412,8.4,.475,.141,.289,6.4,8.3,7.4,10.2,1.1,0.0,14.0,19.1,,-0.1,0.5,0.4,.045,,-3.0,-0.9,-3.9,-0.2
95,Dave Feitl\feitlda01,C,26,WSB,57,828,8.7,.485,.004,.244,8.7,18.3,13.3,5.8,1.0,1.3,18.1,17.4,,-0.4,0.8,0.4,.022,,-4.3,-0.5,-4.8,-0.6
96,Rolando Ferreira\ferrero01,C,24,POR,12,34,-7.6,.209,.000,.444,12.4,29.7,20.8,3.3,0.0,1.7,21.8,31.2,,-0.3,0.0,-0.2,-0.352,,-18.8,-5.2,-24.0,-0.2
97,Duane Ferrell\ferredu01,SF,23,ATL,41,231,12.0,.488,.000,.530,8.8,10.5,9.7,6.1,1.5,1.6,10.5,20.1,,0.2,0.2,0.4,.082,,-2.2,-1.5,-3.7,-0.1
98,Vern Fleming\flemive01,PG,26,IND,76,2552,15.8,.572,.028,.373,3.9,9.2,6.7,28.1,1.5,0.3,16.8,18.7,,4.6,1.1,5.6,.106,,1.7,-0.8,0.8,1.8
99,Sleepy Floyd\floydsl01,PG,28,HOU,82,2788,16.4,.565,.327,.346,1.9,9.9,5.9,35.5,2.1,0.2,19.7,18.5,,4.4,3.3,7.7,.133,,2.3,-0.7,1.5,2.5
100,Tellis Frank\frankte01,PF,23,GSW,32,245,9.4,.472,.011,.560,10.7,14.2,12.5,7.7,2.6,1.4,20.4,22.0,,-0.2,0.3,0.1,.017,,-4.5,-0.6,-5.1,-0.2
101,Anthony Frederick\fredean01,SF,24,IND,46,313,11.9,.543,.040,.272,9.8,8.7,9.2,9.8,2.2,1.1,19.5,23.2,,0.0,0.2,0.2,.025,,-1.9,-1.4,-3.3,-0.1
102,Corey Gaines\gaineco01,SG,23,NJN,32,337,9.1,.472,.078,.250,1.0,5.5,3.1,26.1,2.1,0.2,22.0,11.1,,0.1,0.2,0.2,.035,,-4.1,-2.1,-6.2,-0.4
103,Kevin Gamble\gamblke01,SF,23,BOS,44,375,15.8,.584,.081,.404,3.4,9.4,6.4,13.1,1.8,0.5,10.6,19.9,,0.7,0.2,1.0,.123,,0.6,-2.1,-1.6,0.0
104,Winston Garland\garlawi01,PG,24,GSW,79,2661,14.7,.483,.040,.234,3.8,8.5,6.2,24.9,2.9,0.3,13.6,19.5,,1.9,2.6,4.5,.082,,0.0,0.1,0.0,1.4
105,Tom Garrick\garrito01,SG,22,LAC,71,1499,11.0,.547,.036,.354,2.6,8.5,5.6,21.0,2.4,0.3,21.9,14.0,,0.5,0.9,1.4,.044,,-2.4,-0.7,-3.1,-0.4
106,Kenny Gattison\gattike01,PF,24,PHO,2,9,-2.8,.266,.000,2.000,0.0,11.3,5.9,0.0,0.0,0.0,0.0,8.3,,0.0,0.0,0.0,-0.037,,-8.3,-2.3,-10.6,0.0
107,Ben Gillery\gillebe01,C,23,SAC,24,84,5.0,.429,.000,1.211,8.8,20.8,14.7,3.1,1.1,2.8,14.7,16.7,,-0.1,0.1,0.0,.014,,-7.0,-0.9,-7.9,-0.1
108,Armen Gilliam\gilliar01,PF,24,PHO,74,2120,15.7,.548,.000,.347,8.7,18.1,13.6,3.4,1.2,0.7,11.6,22.7,,2.3,2.7,5.1,.115,,-0.9,-1.2,-2.1,-0.1
109,Mike Gminski\gminsmi01,C,29,PHI,82,2739,18.5,.535,.005,.292,8.7,22.9,15.7,7.4,0.8,2.3,8.9,21.9,,4.8,2.2,7.0,.122,,0.2,-0.4,-0.2,1.2
110,Grant Gondrezick\gondrgr01,SG,26,LAC,27,244,11.8,.466,.116,.421,6.6,9.2,7.9,19.0,2.4,0.2,13.1,20.9,,0.0,0.2,0.2,.032,,-1.8,-1.9,-3.6,-0.1
111,Orlando Graham\grahaor01,PF,23,GSW,7,22,6.7,.340,.000,.400,36.5,13.6,25.0,0.0,0.0,0.0,14.5,23.7,,0.0,0.0,0.0,-0.047,,-5.9,-10.5,-16.4,-0.1
112,Ron Grandison\grandro01,PF,24,BOS,72,528,10.1,.499,.070,.563,10.4,9.7,10.0,10.2,1.7,0.3,16.9,16.8,,0.3,0.3,0.6,.055,,-1.4,-1.2,-2.7,-0.1
113,Gary Grant\grantga01,PG,23,LAC,71,1924,14.1,.469,.027,.195,4.5,8.8,6.6,37.6,3.4,0.3,22.3,23.8,,-2.0,1.6,-0.4,-0.009,,-1.4,-0.6,-2.1,0.0
114,Harvey Grant\grantha01,PF,23,WSB,71,1193,10.6,.477,.003,.146,6.6,8.4,7.5,9.0,1.4,1.4,6.3,14.9,,0.9,0.9,1.7,.070,,-1.6,-0.1,-1.7,0.1
115,Horace Grant\grantho01,PF,23,CHI,79,2809,13.8,.547,.006,.255,10.2,17.6,14.0,8.2,1.5,1.3,12.8,15.2,,3.3,3.1,6.4,.110,,-0.2,1.3,1.1,2.2
116,Stuart Gray\grayst01,C,25,IND,72,783,9.1,.519,.007,.418,12.6,21.6,17.3,4.9,0.7,1.6,20.9,12.2,,0.2,0.7,0.9,.054,,-3.2,-0.2,-3.4,-0.3
117,Sylvester Gray\graysy01,SF,21,MIA,55,1220,11.2,.471,.010,.392,10.4,16.2,13.2,14.2,1.4,1.3,17.9,18.9,,-0.4,1.1,0.7,.028,,-2.6,0.5,-2.1,0.0
118,Jeff Grayer\grayeje01,SG,23,MIL,11,200,12.6,.495,.027,.274,8.0,12.3,10.1,15.7,2.4,0.3,18.8,20.9,,0.0,0.2,0.2,.047,,-1.9,0.3,-1.6,0.0
119,A.C. Green\greenac01,PF,25,LAL,82,2510,17.8,.594,.022,.474,12.3,20.0,16.4,5.5,1.8,1.2,11.5,17.0,,5.8,3.5,9.4,.179,,1.6,0.6,2.2,2.7
120,Rickey Green\greenri01,PG,34,TOT,63,871,13.7,.522,.042,.125,1.4,7.8,4.5,30.0,2.2,0.1,18.0,16.1,,0.6,0.6,1.2,.067,,-1.7,-1.9,-3.6,-0.3
121,Sidney Green\greensi02,PF,28,NYK,82,1277,12.6,.520,.007,.403,13.3,21.1,17.2,7.6,1.7,0.8,20.1,18.9,,0.4,1.5,2.0,.075,,-2.3,-0.1,-2.4,-0.1
122,Dave Greenwood\greenda01,PF,31,TOT,67,1403,11.8,.493,.000,.446,10.2,21.0,15.3,8.6,1.5,2.1,16.2,15.5,,0.5,1.8,2.2,.076,,-2.9,1.1,-1.8,0.1
123,Darrell Griffith\griffda01,SG,30,UTA,82,2382,12.3,.504,.188,.174,3.9,11.0,7.7,8.9,1.8,0.6,11.1,22.5,,0.2,3.7,3.9,.078,,-1.2,0.3,-0.9,0.7
124,Petur Gudmundsson\gudmupe01,C,30,SAS,5,70,2.7,.392,.000,.160,7.5,18.1,12.6,9.5,0.7,0.9,23.0,19.3,,-0.2,0.1,-0.1,-0.090,,-8.1,-1.5,-9.6,-0.1
